CapableOf
knife	saw_bread
elderly	receive_medicare
paint	coat_wall
mary	dance_alone
cow	blow_horn
cancer	hurry_death
elephant	lift_tree
person	fancy_else
employees	follow_boss
student	perfect_penmanship
child	learn
ice_skater	spins
ali	burn_toast
toilet_seat	get_broken
chef	prepare_meal
fans	hear_popstars
criminals	face_judgement
butcher	quarter_carcass
overzealous_person	have_scrupulosity
right_code	arm_alarm
workers	leave_jobs
hunter	hunt_game
geologists	study_caves
person	play_dumb
illusion	fool_eye
flower	blossom
people	act_kindly
few_people	face_truth
mouth	form_o
counselors	give_advice
magician	perform_magic
canopener	open_can
rich_man	guard_treasure
canneries	can_fish
adults	own_autos
heart	govern_mind
time	distance_space
worker	blowing_leaves
good_student	please_teacher
wasps	sting
dedicated_person	master_skill
human	have_fever
marriage	follow_love
airplane	circle_airfield
operator	page_doctor
skin	feel_cold
consumer	voice_complaint
gundog	work
last_chapter	end_novel
puzzle	fool_person
smoking	give_cancer
chronic	rolling_joint
handicap	lower_potential
patient	take_pill
person	fight_injustice
laundress	sort_clothes
running	make_thirsty
ladder	reach_roof
adults	count
artis	paint_picture
boyscout	tie_knots
arbitrator	settle_disagreements
italian	order_pasta
fish	bicycle_well
school_buses	loud_vehicles
science	spread_ideas
brains	produce_knowledge
person	circle_object
fireworks	boom
tired_workers	rush_home
thief	surprise_homeowner
germans	speak_german
chefs	season_food
metalworker	machine_part
people	paint_fingernails
people	weather_storm
person	play_saxophone
two_men	marry
warder	leave_jail
shoe_polish	shine_boots
snowmen	wear_hats
loser	father_child
video_recorder	record_film
machines	answering_questions
two_people	share_cake
farmer	market_cattle
person	seed_lawn
tarpaulin	cover_car
fire	heats_air
person	judge_food
computer	count
grocery_store	stock_milk
books	include_pictures
nurse	bathe_patient
person	hurry_up
fairy_tales	feature_princess
writer	write_poems
gems	considered_treasure
loser	open_door
storekeeper	open_store
string	wind_around
money	settle_everything
babies	wet_themselves
friends	travel_together
tough_horses	winter_storm
thermometer	measure_temperature
greeters	welcome_visitors
see_if	act_age
person	return_home
servants	dress_queen
salt_truck	salt_road
swimming	sport
one_plant	seed_another
spy	gather_intelligence
newspaper	motivate
store	stock_potatoes
surveyors	position_transit
people	eat_plants
salt	season_dish
vitalis	oil_hair
heterosexual_couples	embrace
actor	sign_name
englishman	study_french
child	begin_school
herbs	season_meat
lid	cover_pot
playing_violin	hurt_shoulder
king	honor_knight
foster_kid	adopted
dreams	seem_real
giver	wrap_presents
people	tell_stories
pilots	land
accidents	hurt_people
life	end
balloons	go_up
false_friend	let_down
modest_person	realise_mistake
plaster	coat_wall
insurance_policy	cover_car
confusion	cloud_issue
dogs	clean_themselves
plant	have_roots
person	speak_up
trumpeter	master_solo
special_person	school_dog
teachers	explain_math
bartenders	serve_beer
river	divide_land
anyone	head_line
friend	coming_home
miser	save_cent
helpful_person	lend_hand
secretary	take_message
crew	board_ship
person	drink_latte
activist	fight_government
secretary	note_down
third_grader	read
we	throw_rocks
nuclear	destroy_lives
citizen	stop_crime
unexpected_event	surprise_everybody
people	sing
preacher	church_laity
beavers	build_dams
maria	wind_thread
preachers	lead_astray
waiter	place_silverware
dust	cause_allergies
policeman	cover_partner
lions	hunt_zebras
people	meet_peple
annoying_person	bug
humans	drink_milk
sea	looks_green
child	fall_down
practice	perfect_method
cat	cast_shadow
dancers	jumping_around
beauty	delight_people
recession	destroy_economy
people	tell_lies
blanket	covering_bed
police_man	drive_car
car	belong_to
bishop	kill_king
cmo_trader	trading_cmos
defendant	face_charge
evidence	prove_innocence
production	equal_demand
infant	cry_loudly
stopwatches	time_races
plumbers	charge_lot
mouse	pet
students	fail_classes
hardware_store	supply_part
arguements	begin_wars
sailor	sail_boat
children	trade_cards
dinner	include_wine
tailor	iron_suit
lunatic	lose_marbles
college	further_eductaion
drunken_fighter	glass_opponent
friend	needle
teachers	fail_students
stuntman	attempt_jump
person	feel_happy
police_officer	carries_gun
troops	storm_beach
line_cook	cook_meal
success	bring_joy
hard_workers	amount_to
house	cost_lot
child	clear_table
sailor	coming_home
school	provide_education
cild	share_toy
computer	mine_data
samurai	fight_ninja
photographer	position_camera
stop_watch	time_race
pilot	fly_plane
children	tie_shoes
accountants	cook_books
judge	rule_inadmissable
ice	cool_water
computers	compute
plumber	fix_plumbing
boxer	box_ears
friend	captain_boat
school_kids	spread_rumors
offices	get_bombed
space_shuttle	fly
farmer	farm_land
housewife	garden_flowerbed
legislature	pass_law
humans	light_match
light	travel_quickly
actor	play_part
only_man	start_mower
programmer	complete_program
kids	trade_toys
bloke	fancy_girl
manufacturer	market_product
chemist	perfect_formula
camper	make_breakfast
place	anywhere
robin	mother_chicks
pork	smell_tasty
sun	provide_warmth
children	suffer_abuse
paratroopers	storm_ahead
music	cheers_up
fajitas	eat
human	catch_bus
dinosaurs	big
person	cook_hotdog
person	speak_literally
aboriginal_people	cook_insects
sex	cost_money
trains	pass_cars
optical_illusion	fool_eye
tricks	fool_unwary
person	win_contest
child	acting_out
guests	arriving_late
player	save_game
people	taste_salt
hero	battle_enemy
babies	trust_parents
police_officer	case
hitting_table	hurt
person	make_cake
dancer	dance_tango
people	trip_eachother
town	build_edifice
advocate	push_idea
checkers	bag_groceries
whore	suck_dick
dog	drink_water
clock	stop_working
even_fish	drink_water
grandaughter	baby
country	honor_soldier
performing_gymnastics	make_tired
model	wear_swimsuit
dogs	double_happiness
pilots	fly_jets
sinks	block_up
traveler	journey_far
web_surfing	result_termination
starter_pistol	start_race
period	finish_sentence
dog	chasing_ball
diamond	scratch_glass
dogs	many_colours
people	crowd_around
sugar	decay_teeth
politician	divide_nation
anyone	complete_task
boxer	fight_boxer
horse	jump_hedge
milk	help_sleep
life	die
soldier	drive_tank
police_officer	tail_suspect
people	keep_possesions
biography_person	read
child	drive_bike
child	get_candy
monk	fast_often
convict	face_music
birds	eat
jeweler	wind_watch
radioactive_particle	decay
accidents	happen_to
frige	cool_food
undertaker	dig_grave
lion	hunt_gazelle
baby	wet_diapers
tragedy	group_people
guard	guard_treasure
balls	roll_away
something_you	make_date
ignorance	anger_intelligence
violin_music	very_beatiful
voice	fill_room
winter	bring_cold
trains	arrive_late
smart_people	learn_much
person	selling_things
teacher	assign_homework
fireman	wear_hat
shot_weapon	do
people	seek_warmth
ants	fly
pvc	last_forever
school_district	bus_students
people	demand_justice
car	move_person
football_players	huddle
paw	soft
shirley	fancy
people	realise_things
bully	call_names
professors	state_facts
speed	slow_time
bears	pick_berries
person	join_group
buckets	carry_watrer
action	cause_change
grandma	welcome
foresters	read_maps
child	master_english
trainer	time_horse
guilty_person	fit_glove
legends	involve_heros
strong_man	lifting_weights
form	change_shape
miscreant	receive_comeupance
lead	block_xrays
people	speaking_english
cooked_meat	eaten
horse	carry_person
parent	control_kid
bidder	raise_price
object	gain_speed
person	smell_smells
babysitter	shoe_toddler
fool	pick_nose
towel	dry_hair
ceremony	honor_dead
bourgeosie	oppress_proletariat
band_will	play_jazz
aggressive_person	start_argument
dead_people	meet_maker
students	read_manuals
thirsty_person	lower_bucket
people	use_money
people	dance_alone
sprinklers	water_crops
predator	corner_prey
movies	evoke_laughter
judges	pick_winner
ambitious_person	get_ahead
where	he_be
protester	demand_justice
concierge	welcome_guest
helium_balloon	deflate
merchants	ship_goods
landlords	evict_tenant
infidelity	divide_spouses
wolf	mother_cub
people	add_numbers
students	read_books
balloons	go_pop
body_builder	lift_weights
bad_maintenance	slow_performance
anyone	say
burglars	case_premises
little_cinnamon	perfect_dish
vexatious_litigant	mentally_unwell
ships	have
transgressors	save_face
aging_boxer	hang_up
umbrella	shade_table
skaters	fall_down
human_eyes	throw_sparks
hair_dryer	dry_hair
restaurant_customer	order_meal
movies	win_awards
accountants	count_cash
audiences	enjoy_plays
unexpected_expenses	ruin_budget
teens	homework
better	raise_stakes
hose	water_plants
x	mark_spot
officer	guide_troops
loose_cords	trip_people
fire	hurt_humans
army	storm_border
dog	hunt_cat
key	open_door
psychic	sense_future
workmen	oil_hinges
maps	name_streets
drain	wick
fire	heat_matter
airplanes	stall
people	selling_food
dictator	subject_people
patient	visit_hospital
commanding_officer	arm_troops
goalie	head_ball
axes	separate_heads
floods	kill_people
we	note_changes
bull	charge_matador
child	complete_homework
person	drop_ball
memory	appear_vague
person	will_succeed
eductation	further_career
love	bring_joy
hour	pass_quickly
student	own_notebook
diner	order_cheeseburger
reporter	file_story
computers	networked
offenders	receive_punishment
doctors	battle_disease
thinking_person	gathering_wool
depressed_person	kill_themselves
bicycle	corner_sharply
chicken	scape_coop
police	storm_building
scissors	become_blunt
salesman	book_appointments
pathway	guide_walker
animals	sense_earthquakes
mathematician	add_numbers
person	stick_label
cactus	holding_water
usher	seat_patron
dictator	control_country
candy	coat_chocolate
bather	oil_skin
people	board_planes
student	listen_carefully
usher	seat_audience
emacs	copy_text
people	answer_telephones
clothes	air_out
knives	cut_things
judge	question_witness
not_everyone	realise_goals
construction_worker	lay_bricks
warrior	fight_battle
couple	watch_sunset
loved_one	treasure
shoppers	price_goods
archaeologist	date_artifact
people	play_outside
scientific_method	find_answer
voter	consider_candidates
lawyers	settle_lawsuits
doctor	provide_care
water	wet_plants
stove	heat_food
appraisers	value_antiques
older_child	tell_time
birds	peck
garderner	water_plants
mouse	bell_cat
humanity	commit_genocide
smoking_tobacco	cause_amblyopia
shower_curtain	move
servant	ready_car
person	appear_stupid
cow	pet
penguins	swim_underwater
physical_exercise	exhillarating
financier	arm_army
cigarette	light_fire
logger	saw_log
nation	arm_citizens
baseball_bats	break_windows
military	arm_soldiers
hammer	nail_nails
brewery	bottle_soda
hammers	hurt_toes
thought	produce_anger
anybody	wash_dishes
parent	experience_fear
bus_driver	drive_bus
mike	sing_badly
something_you	take_number
drug_use	decrease_safety
people	baby
disease	end_lives
passenger_cars	seat_six
sun	dry_ground
dogs	sleep_soundly
homeowner	arm_alarm
college	further_knowledge
measuring_cups	measure_ingredients
doctor	explain_illness
females	produce_milk
bag	carry_groceries
people	act_funny
fbi	investigate
pastor	serve_congregation
patron	demand_refund
soldier	guard_bank
floods	happen_suddenly
kangaroo	jumping_high
football_team	tie_score
tailor	iron_shirt
emacs	cut_text
teacher	list_grades
band	blaring
football_players	tackle_opponents
soliders	die
events	happen_slowly
stairs	step_up
impatient_person	hurry_process
cook	salt_dish
salesman	offer_discount
aplumber	fix_faucet
shelf	hold_books
fire	cleansing
cooks	better_food
dog	fetch_ball
toilet	refill
vexatious_litigant	abusive
candidate	demand_recount
brother	bug_sister
weight	break_objects
frustration	anger_person
service	rush_delivery
map	guide_traveler
car_accident	serious_accident
jesus	save_soul
sky	looks_blue
tires	wear_out
army	battle_country
market	selling_produce
mechanic	machine_tool
we	cry_together
appeal	right_injustice
people	book_restaurants
bread	rise_overnight
leaves	cover_ground
american	speak_english
person	open_jar
lasers	kill_people
bomb	destroy_city
dealers	deal_cards
manual	guide_technician
people	write_documents
john	fancy_sally
saleman	bug_customer
money	equal_fame
robot	play_ocarina
losing_game	make_depressed
oven	warm_meal
people	commit_crimes
person	cross_bridge
job	near_completion
adult	keep_property
