nun	priest
less	plus
once	twice
autocentrism	allocentrism
aquarius	leo
yeasayer	naysayer
allosexual	asexual
stoic	emotional
filmable	unfilmable
knightlike	unknightlike
wave	particle
card	gift
minor	adult
opportune	inopportune
inreconcilable	reconcilable
former	after
beneficial	innocuous
distinctly	indistinctly
flea	ticks
care	mean
home	out
crown	scepter
landless	landed
laxly	strictly
indifferent	caring
unambiguity	ambiguity
habitable	unhabitable
synonymous	antonymous
alkalinity	acidity
completion	incompletion
colour	black
watch	ignore
cotton	silk
chicken	egg
glad	cranky
outrovert	introvert
tenuis	aspirate
audible	silent
bearded	beardless
recent	lately
dutied	undutied
help	nothing
naysay	yeasay
satemisation	centumization
die	born
bachelor	wedder
calm	enraged
homodox	unorthodox
peppy	enervated
enemy	friendly
wordless	wordful
generally	specifically
unsudden	sudden
frugal	spendthrift
dauntable	undauntable
apodictic	assertorical
leftern	rightern
conspecific	allospecific
autocentric	allocentric
æquivocal	unæquivocal
login	logout
arise	sit
country	city
unlimber	limber
hypernymous	hyponymous
play	serious
dream	wake
levo	dextro
polish	roughen
commercial	show
categorically	exceptionally
subtegulaneous	extraforaneous
listen	ignore
cessationism	continuationism
unnamed	named
glabrous	hirsute
inhabited	uninhabited
captain	private
quiet	noisy
rest	activity
syncopal	nonsyncopal
underactive	overactive
sea	lake
comedist	tragedian
drop	pickup
stateful	stateless
destroy	raise
upshift	downshift
exculpate	condemn
never	continuously
roofed	unroofed
endophagous	ectophagous
spendthrift	miser
crowd	company
lost	win
empower	ban
bright	dim
pauciloquy	multiloquy
winning	losing
writing	talking
peer	boss
march	april
overmix	undermix
hearing	deaf
immovable	movable
patient	agent
homoscedastic	heteroscedastic
plain	elaborate
work	laziness
audience	performers
apple	oranges
indoor	outdoor
overglow	underglow
aptitude	inaptitude
inveterate	casual
mono	stereophonic
reformist	revolutionary
predecessor	successor
particular	sloppy
chatterbox	quiet
indirectly	directly
mailwoman	mailman
frangible	unfrangible
irregible	regible
indehiscent	dehiscent
provable	unprovable
r	l
saint	sinner
sharp	dull
fruitful	infertile
underprepared	overprepared
understandable	inexcusable
alleviable	unalleviable
noncarbonated	fizzy
self	others
aries	libra
forebrain	afterbrain
exophagic	endophagic
president	monarch
unanswerable	answerable
done	incomplete
divided	combined
indefinability	definability
clear	confusing
meanness	nobleness
noncreational	creational
die	live
enchant	disenchant
isosyllabicity	anisosyllabism
nocent	innocent
yerida	aliya
lev	dex
fragile	unbreakable
lookbehind	lookahead
longtime	new
youngster	oldster
bitter	sweet
unhappy	joyous
changingness	fixity
finger	foot
descend	ascend
retrograde	prograde
hardpack	softpack
myopia	farsightedness
always	seldom
biconvex	biconcave
contemptuous	respectful
adopt	children
color	white
side	bottom
deletionism	inclusionism
clean	dirty
sock	barefoot
faultless	faultful
paper	stone
bathyphyll	acrophyll
talkative	laconic
sequacious	rambling
transrational	subrational
difficult	easy
nontroublesome	troublesome
soup	cold
air	ground
eatable	uneatable
diggable	undiggable
untreated	treated
alikeness	unalikeness
band	orchestra
pretest	posttest
anomotreme	nomotreme
finiteness	infinity
blessed	profane
peculiar	common
cove	covess
relevance	irrelevance
obligation	right
name	address
plagal	authentic
hero	loser
albinism	melanism
desalt	salt
multivorous	univorous
overriding	overloading
art	science
adluminal	abluminal
prevent	cause
anaerobiosis	aerobiosis
hypomasculinity	hypermasculinity
leptogenic	obesogenic
employer	employee
beneficent	maleficent
write	print
follower	precursor
anxiolytic	anxiogenic
macrobleed	microbleed
exceptional	ordinary
connect	separate
deciduous	persistent
discontinue	continue
capitol	lowercase
all	none
disease	cure
mistakable	clear
glass	cup
guy	doll
interhabitat	intrahabitat
shade	spot
sickness	being
nation	germany
communicable	incommunicable
minute	hour
oblivion	resurrection
alogical	logical
lyophilic	lyophobic
rap	singing
consecutive	simultaneously
commensurate	discommensurate
head	neck
multi	mono
kosher	treyf
isomorphic	anisomorphic
oxea	strongyle
incorrect	right
reduction	addition
fauna	flora
straight	crooked
hypocalcinuria	hyercalciuria
acceleration	deceleration
adder	subtract
specialization	generalization
postoral	preoral
cellar	attic
choose	undecided
refined	unrefined
unambiguous	ambiguous
crowd	alone
hour	seconds
controversial	uncontroversial
detonation	deflagration
add	take
ingratitude	gratitude
carbonated	noncarbonated
none	many
addressee	speaker
epilogue	prologue
irrevocability	revocability
hyperfusion	hypofusion
division	unification
divide	multiply
guess	answer
reduction	increase
mutatable	unmutatable
move	lay
luck	bad
prohibition	permission
ought	not
extubate	intubate
nontoxic	toxic
reading	watching
doylist	watsonian
durable	vulnerable
northern	meridional
emigrate	immigrate
habitable	uninhabitable
innermost	outermost
proper	acceptable
page	book
undersampled	oversampled
voiced	unvoiced
quietly	loudly
pointless	pointed
sunshine	darkness
singularism	multiplism
slip	stand
disobedience	obedience
bargain	expensive
art	ugly
permabear	permabull
reticence	openness
anteversion	retroversion
low	high
disdain	adore
lowbush	highbush
rise	below
utopia	unutopia
hatred	amity
social	asocial
truth	untruth
terrible	excellent
tough	wimpy
pack	unpack
trans	cis
arterial	venal
heteropathy	homeopathy
unattractive	attractive
auxesis	merisis
flimsy	sturdy
murder	killing
higher	lower
smooth	bumpy
apprecihate	appreciate
shaker	stirrer
trust	distrust
writing	cursive
easy	uneasy
external	internal
youth	adult
infrasound	ultrasound
flow	stop
daytime	night
afterset	foreset
elevation	depression
cribellate	ecribellate
warmed	cooled
discover	hide
anisotropic	isotropic
angstless	angstful
courage	lion
offsuit	suited
reply	question
reward	punish
selfishly	unselfishly
distopalmar	dorsopalmar
intralocus	interlocus
cisatlantic	transatlantic
abandonment	acquisition
edg	ewg
intersubunit	intrasubunit
consecutive	nonconsecutive
neuropathic	nonneuropathic
explainable	inexplicable
joy	sad
child	parent
seducible	inseducible
poor	adequate
addressable	unaddressable
fixed	mobile
inconsequentially	consequentially
come	stay
intensifier	downtoner
minute	large
surprisingly	normally
afterdeal	foredeal
maternity	paternity
tui	gui
mirth	sadness
nonproductive	productive
accept	decline
backness	frontness
hunter	gatherer
outsourcing	insourcing
throw	catch
include	leave
parental	filial
hypomyelination	hypermyelination
rap	good
wide	thin
money	credit
fire	cold
gerontophilia	gerontophobia
executive	judicial
destructibility	constructibility
photophase	scotophase
hypoventilation	hyperventilation
mononym	polynym
borrower	lender
imperfective	perfective
undercharge	overcharge
unintelligible	intelligible
inviolable	incompliable
dextrogyre	levogyre
supraterminal	subterminal
unconstructive	constructive
acoptic	nonacoptic
aristocrat	plebeian
stitch	unravel
group	individual
aprotic	protic
damaging	beneficial
illegitimate	legitimate
amity	hostility
some	no
harmless	harmful
poly	mono
inviscid	viscid
downtone	intensify
tranquil	agitated
advertent	inadvertent
pluranimity	unanimity
understandable	incomprehensible
russophobe	russophile
acyanophilous	cyanophilous
say	silent
adfix	infix
elegant	clumsy
semismart	semidumb
factory	artist
challenging	unchallenging
superficial	substantive
detournement	recuperation
laugh	crying
agreement	dispute
bathos	depth
ill	fine
rich	poor
plain	complicated
layperson	aficionado
gainly	ungainly
granddaughter	grandson
numerable	innumerable
champion	loser
movie	play
drop	pour
backstretches	frontstretches
categorizable	uncategorizable
antimetrical	symmetrical
desexualization	sexualization
heaven	hades
round	square
highlander	lowlander
brachydont	hypsodont
farmer	city
underheat	overheat
southern	northern
innie	outie
dysphemia	euphemism
fifo	lifo
coast	sea
supravesical	infravesical
patience	impatience
forehead	chin
wash	getting
order	disorder
extravagance	frugality
overarousal	underarousal
unconscious	conscious
plurisexuality	monosexuality
homoerotic	heteroerotic
hyperammonemia	hypoammonaemia
indescribability	describability
animacy	inanimacy
respectful	contemptuous
hold	down
auspiciousness	inauspiciousness
nearness	remoteness
sky	sea
length	width
makeunder	makeover
nontransparently	transparently
maxi	mini
silence	noises
five	four
endysis	ecdysis
new	former
polysemy	monosemy
uncomfortable	comfortable
value	cheap
nonsyncopal	syncopal
across	parallel
untweetable	tweetable
constitutional	unconstitutional
anticyclone	low
apply	give
charmless	charming
common	unusual
generic	specific
hyperosmia	hyposmia
know	being
microscopic	macroscopic
nonsuicidal	suicidal
containment	rollback
none	some
adnate	connate
common	elite
overwrought	calm
sensitive	uncaring
experienced	inexperienced
homoamorous	heteroamorous
reverent	irreverent
tax	rebate
author	plagiarist
join	opt
unergative	unaccusative
mass	energy
obscurity	clarity
concordant	nonconcordant
anatropous	orthotropous
surprisingly	usual
haplorrhine	strepsirrhine
aggregation	disgregation
swim	flying
reticence	loquaciousness
nightly	daily
verbal	unsaid
heterogeneous	homogeneous
supernatural	ordinary
uncontested	contested
willya	wontcha
that	here
smash	repair
east	west
valuable	useless
homozygotic	heterozygotic
subterminal	supraterminal
wind	her
play	bored
verifiableness	unverifiability
necessary	needed
impiety	piety
limitation	limitelessness
leave	stay
unusual	normal
lyophobe	lyophile
each	none
antimonarchy	promonarchy
inexpensive	expensive
misandrism	misogyny
territorialization	deterritorialization
untactful	tactful
mandatorily	optionally
unfappable	fappable
armor	clothing
patrollable	unpatrollable
elated	displeased
shortsightedness	longsightedness
remain	go
inept	skillful
intellectual	nonintellectual
trivial	nontrivial
meatspace	cyberspace
hill	land
month	week
fromwards	toward
expressibility	inexpressibility
probabilistic	monolithic
adbasal	adapical
selfish	altruistic
perigee	apogee
cataphora	anaphora
change	bills
value	worthless
copy	new
impoverished	rich
feasibly	infeasibly
upper	downer
blackishness	whitishness
gold	silver
disexcitation	excitation
spats	feather
conrotatory	disrotatory
postamble	foreword
shrub	tree
underdot	overdot
antifibrotic	profibrotic
mustard	ketchup
unearth	bury
lofty	mean
durable	weak
change	remain
drinkable	undrinkable
gehenna	heaven
weird	normal
arrogance	servility
could	not
legality	illegality
conformity	nonconformity
hypogynous	epigynous
competition	cooperation
frenchify	unfrenchify
latter	aforesaid
ul	dl
virtual	real
incompetent	competent
procyclical	countercyclical
manufacture	destroy
overweight	underweight
alone	crowded
only	every
print	scanner
complicated	simple
surprise	bland
inflationary	deflationary
increasing	decreasing
insignificant	significant
ill	good
blade	handle
city	state
inappropriately	appropriately
peasant	royalty
many	none
poikilotherm	homeothermic
postpone	advance
soft	firm
strengthen	weaken
theory	fact
visibility	latency
meaningless	significant
masochist	sadist
lazy	active
value	disesteem
seaweed	plant
unfriend	befriend
even	numbers
infrequently	often
specific	general
firstcomer	latecomer
walk	sit
downside	upside
without	with
answerable	unanswerable
prevent	allow
javase	javame
hypersporulating	hyposporulating
special	common
leaf	branch
print	write
hypoactive	hyperactive
ingenuine	authentic
unfruitful	fruitful
believe	skepticism
postbellum	antebellum
grandmother	granddaughter
benefactor	evildoer
feet	arm
disciplined	undisciplined
anacrogynous	acrogynous
upright	wrong
mawkish	rational
machine	people
hand	legs
cavalier	roundhead
manned	unmanned
enchantment	disenchantment
mean	nice
protest	working
salvation	damnation
iambic	trochaic
free	prisoner
uglify	beautify
describable	indescribable
view	sight
mirthless	mirthful
albinoism	melanism
rox	sux
nationalize	privatize
formable	unformable
within	outside
ubiquity	uniquity
better	worse
sparkling	noncarbonated
corrigibility	incorrigibility
servility	arrogance
salary	hourly
downslope	upslope
fly	land
underpay	overpay
underendowed	overendowed
dissuade	persuade
irresolvable	resolvable
hypercholesterolemic	hypocholesterolemic
inclusionist	deletionist
agree	disagree
loyalty	disloyalty
unseasonal	seasonal
implied	verbal
fortune	doom
foolishness	wisdom
cautious	careless
river	land
polysyllabic	monosyllabic
biogenic	abiogenic
work	idle
hellenophobe	hellenophile
heretofore	henceforth
